word	page	raw	initialCorrected
бараба	63	бараба	False
барабар	63	барабар	False
бараж	63	бараж,	False
барака	63	барака	False
баракица	63	баракица	False
барапски	64	барапски,	False
баратати	64	баратати,	False
барања	63	Барања	False
барањац	63	Барањац,	False
барањка	63	Барањка	False
барањски	63	барањски,	False
барбика	64	барбика	False
барбун	64	барбун,	False
бард	64	бард	False
бардски	64	бардски,	False
барел	64	барел	False
барем	64	барем	False
баретина	64	баретина	False
барељеф	64	барељеф	False
барикада	64	барикада	False
барил	64	барил	False
барирани	64	барирани,	False
барит	64	барит,	False
барити	64	барити,	False
баритни	64	баритни,	False
баритон	64	баритон,	False
баритона	64	баритона	False
баритски	64	баритски,	False
барица	64	барица	False
баричав	64	баричав,	False
баријера	64	баријера	False
баријум	64	баријум	False
барк	64	барк	False
барка	64	барка	False
баркица	64	баркица	False
бармен	64	бармен	False
баровит	64	баровит,	False
барограм	64	барограм	False
барограф	64	барограф	False
бароди	61	народи.	True
барок	64	барок	False
барокни	64	барокни,	False
барон	64	барон,	False
баронат	64	баронат,	False
баронеса	64	баронеса	False
баронет	64	баронет	False
бароница	65	бароница	False
баронија	65	баронија	False
баронић	65	баронић	False
баронски	65	баронскй:,	False
барончић	65	барончић	False
барски	65	барскй:2,	False
барун	65	барун(-)	False
барут	65	барут	False
барутана	65	барутана	False
барутар	65	барутар,	False
барутни	65	барутнй:,	False
барутљив	65	барутљив,	False
барчица	65	барчица	False
баршун	65	барmун,	False
барјак	64	барјак	False
барјаче	64	барјаче	False
барјачић	64	барјачић	False
бас	59	пас	True
басати	65	басати,	False
басен	65	басен,	False
басетни	65	басетнй:,	False
басина	65	басина	False
басирати	65	басирати,	False
басист	65	басист(а),	False
басиста	65	басист(а),	False
баскет	65	баскет	False
басма	65	басма	False
басна	65	басна	False
басне	65	басне	False
баснен	65	баснен,	False
басница	65	басница	False
басновит	65	басновит,	False
басовски	65	басовскй:,	False
бастард	65	бастард	False
бастион	65	бастион,	False
бат	65	бат	False
бата	65	бата	False
батак	65	батак	False
баталити	65	баталити,	False
батати	65	батати,	False
батаљон	65	батаљон,	False
батерија	65	батерија	False
батина	65	батина	False
батинати	65	батинати,	False
батинаш	65	батинаm,	False
батиница	66	батиница	False
батискаф	66	батискаф	False
батист	66	батист	False
батистни	66	батистнй,	False
батић	66	батић,	False
батлер	66	батлер	False
батлија	66	батлија	False
бато	66	бато,	False
батргав	66	батргав,	False
батргати	66	батргати	False
батрљак	66	батрљак,	False
батрљати	66	батрљати	False
батрљица	66	батрљица	False
бау	66	бау	False
баук	66	баук	False
бауљав	66	бауљав,	False
бауљати	66	бауљати,	False
бауљке	66	бауљке	False
бафиј	84	рафиј	True
бах	66	бах	False
бахант	66	бахант	False
бахат	66	бахат!,	False
бахато	66	бахато	False
бахатост	66	бахатост,	False
бацакати	66	бацакати,	False
бацати	66	бацати,	False
бацач	66	бацач,	False
бацачица	66	бацачица	False
бацачки	66	бацачкй,	False
бацање	66	бацање	False
бацил	66	бацил,	False
бацити	66	бацити,	False
бачва	67	бачва	False
бачванин	67	Бачванин	False
бачванка	67	Вачванка	True
бачвар	67	бачвар	False
бачвара	67	бачвара	False
бачваст	67	бачваст,	False
бачвица	67	бачвица	False
бачија	67	бачија	False
бачијар	67	бачијар,	False
бачијати	67	бачијати,	False
бачка	67	Вачка	True
баш	67	баш	False
башати	91	наmати.	True
башка	67	башка	False
